0,10
1,8
2,11
3,14
4,22
5,15
6,16
7,19
8,8
9,13
10,13
11,8
12,13
13,2922
14,21
15,17
16,10
17,19
18,11
19,18
20,12
21,15
22,9
23,12
24,15
25,11
26,8
27,15
28,11
29,8
30,8
31,17
32,15
33,9
34,13
35,9
36,8
37,18
38,11
39,10
40,12
41,13
42,23
43,15
44,17
45,10
46,23
47,20
48,19
49,11
50,10
51,15
52,10
53,7
54,17
55,13
56,10
57,9
58,15
59,10
60,16
61,14
62,19
63,16
64,6
65,14
66,12
67,11
68,15
69,21
70,11
71,16
72,8
73,7
74,10
75,21
76,11
77,8
78,13
79,10
80,13
81,11
82,12
83,12
84,20
85,7
86,6
87,14
88,9
89,13
90,14
91,14
92,15
93,16
94,14
95,5
96,8
97,10
98,12
99,12
100,22
101,17
102,6
103,12
104,11
105,13
106,8
107,16
108,13
109,20
110,10
111,13
112,16
113,9
114,13
115,12
116,11
117,10
118,16
119,12
120,5
121,10
122,9
123,12
124,4
125,8
126,18
127,10
128,6
129,19
130,15
131,9
132,12
133,11
134,13
135,6
136,13
137,16
138,9
139,11
140,10
141,25
142,15
143,11
144,15
145,11
146,18
147,10
148,11
149,16
150,5
151,14
152,17
153,15
154,15
155,7
156,13
157,17
158,6
159,15
160,19
161,19
162,18
163,17
164,13
165,15
166,17
167,11
168,9
169,16
170,10
171,13
172,10
173,18
174,22
175,11
176,14
177,12
178,11
179,18
180,24
181,16
182,5
183,22
184,22
185,21
186,12
187,24
188,8
189,22
190,13
191,22
192,28
193,9
194,8
195,13
196,14
197,10
198,12
199,14
200,12
201,15
202,16
203,12
204,14
205,8
206,11
207,12
208,13
209,12
210,14
211,15
212,8
213,15
214,17
215,15
216,15
217,11
218,13
219,17
220,13
221,15
222,13
223,11
224,6
225,6
226,8
227,14
228,8
229,10
230,14
231,8
232,10
233,14
234,7
235,15
236,20
237,9
238,15
239,16
240,13
241,14
242,21
243,8
244,10
245,10
246,25
247,6
248,20
249,9
250,8
251,10
252,9
253,13
254,13
255,10
256,6
257,9
258,14
259,6
260,13
261,12
262,19
263,12
264,11
265,9
266,9
267,11
268,11
269,13
270,11
271,11
272,18
273,10
274,12
275,15
276,4
277,15
278,24
279,13
280,12
281,14
282,19
283,14
284,11
285,8
286,10
287,14
288,10
289,15
290,10
291,8
292,13
293,11
294,15
295,11
296,15
297,7
298,15
299,10
300,18
301,12
302,17
303,3
304,6
305,10
306,14
307,9
308,12
309,15
310,15
311,18
312,6
313,10
314,12
315,13
316,9
317,13
318,13
319,11
320,19
321,11
322,10
323,14
324,12
325,7
326,7
327,12
328,10
329,9
330,18
331,13
332,10
333,15
334,15
335,9
336,8
337,17
338,15
339,11
340,20
341,9
342,13
343,10
344,10
345,8
346,12
347,10
348,13
349,16
350,20
351,14
352,18
353,6
354,15
355,9
356,11
357,14
358,6
359,10
360,19
361,12
362,13
363,11
364,14
365,14
366,9
367,11
368,12
369,5
370,14
371,13
372,8
373,19
374,10
375,14
376,13
377,9
378,14
379,17
380,10
381,18
382,16
383,12
384,10
385,6
386,11
387,12
388,13
389,23
390,3
391,11
392,13
393,13
394,15
395,15
396,13
397,12
398,10
399,11
400,12
401,15
402,11
403,17
404,9
405,13
406,9
407,4
408,10
409,20
410,8
411,8
412,18
413,6
414,21
415,13
416,13
417,14
418,8
419,15
420,9
421,9
422,7
423,11
424,15
425,13
426,10
427,15
428,18
429,20
430,12
431,18
432,13
433,10
434,14
435,14
436,12
437,8
438,11
439,8
440,10
441,10
442,11
443,16
444,9
445,7
446,11
447,6
448,13
449,16
450,12
451,8
452,13
453,9
454,12
455,22
456,13
457,11
458,12
459,10
460,11
461,14
462,10
463,7
464,8
465,13
466,12
467,14
468,14
469,10
470,12
471,15
472,6
473,13
474,14
475,13
476,11
477,23
478,12
479,11
480,6
481,16
482,17
483,11
484,13
485,14
486,11
487,13
488,10
489,11
490,15
491,15
492,8
493,17
494,11
495,14
496,13
